shortName	gemma_term	gemma_uri	gpt_cell_lines	gpt_term	gpt_term_id	basic_match	specific	sensitive
GSE32036	HCC78|||HCC366|||Calu-1 cell|||NCI-H358 cell|||NCI-H3255|||NCI-H1395 cell|||NCI-H524 cell|||NCI-H2171 cell|||HCC1171|||NCI-H157 cell|||NCI-H1869 cell|||NCI-H378 cell|||NCI-H596 cell|||NCI-H1155 cell|||NCI-H2087 cell|||NCI-H211 cell|||SK-LU-1 cell|||Calu-6 cell|||NCI-H526 cell|||Calu-3 cell|||NCI-H2882|||HCC95|||NCI-H1563 cell|||H69 cell|||HCC-827 cell|||NCI-H520 cell|||NCI-H969 cell|||NCI-H1792 cell|||NCI-H146 cell|||NCI-H838 cell|||NCI-H2030 cell|||NCI-H2347 cell|||NCI-H23 cell|||HCC0364|||EKVX cell|||NCI-H1385 cell|||NCI-H720 cell|||HCC44|||NCI-H2052 cell|||NCI-H292 cell|||NCI-H841 cell|||HCC515 cell|||NCI-H187 cell|||NCI-H1770|||NCI-H322 cell|||NCI-H441 cell|||NCI-H1355 cell|||NCI-H1703 cell|||NCI-H1581 cell|||NCI-H1672 cell|||NCI-H82 cell|||NCI-H889 cell|||NCI-H1819 cell|||NCI-H647 cell|||HCC0033|||NCI-H920 cell|||NCI-H748 cell|||NCI-H345 cell|||NCI-H2073 cell|||NCI-H820 cell|||NCI-H522 cell|||NCI-H2342 cell|||NCI-H128 cell|||NCI-H1693 cell|||NCI-H865 cell|||NCI-H1184 cell|||NCI-H3122 cell|||NCI-H1437 cell|||NCI-H2009 cell|||NCI-H1993 cell|||NCI-H1299 cell|||NCI-H2227 cell|||HCC193|||NCI-H1651 cell|||NCI-H1975 cell|||NCI-H727 cell|||NCI-H460 cell|||HCC2935 cell|||HCC-15 cell|||lung cancer cell line|||NCI-H125|||NCI-H1944 cell|||NCI-H1781 cell|||NCI-H2228 cell|||NCI-H2170 cell|||NCI-H1650 cell|||NCI-H1573 cell|||NCI-H1666 cell|||NCI-H661 cell|||NCI-H1238 cell|||HCC461|||HOP-62 cell|||NCI-H2085 cell|||NCI-H510A cell|||NCI-H650 cell|||NCI-H1755 cell|||NCI-H2107 cell|||A549 cell|||NCI-H1373 cell|||NCI-H1648 cell|||NCI-H2122 cell|||NCI-H2023 cell|||NCI-H1793 cell|||HCC1359|||NCI-H226 cell|||NCI-H1838 cell|||NCI-H2405 cell|||NCI-H2106 cell|||HCC4006 cell|||NCI-H28 cell|||HOP92|||NCI-H2172 cell|||NCI-H2195 cell|||NCI-H2126 cell|||NCI-H2291 cell|||NCI-H209 cell|||NCI-H1734 cell|||NCI-H2141 cell|||NCI-H1568 cell	http://www.ebi.ac.uk/efo/EFO_0003136|||http://www.ebi.ac.uk/efo/EFO_0003131|||http://purl.obolibrary.org/obo/CLO_0002191|||http://purl.obolibrary.org/obo/CLO_0008085|||http://www.ebi.ac.uk/efo/EFO_0003123|||http://purl.obolibrary.org/obo/CLO_0007992|||http://purl.obolibrary.org/obo/CLO_0008095|||http://purl.obolibrary.org/obo/CLO_0008060|||http://www.ebi.ac.uk/efo/EFO_0003126|||http://purl.obolibrary.org/obo/CLO_0037032|||http://purl.obolibrary.org/obo/CLO_0008024|||http://purl.obolibrary.org/obo/CLO_0008086|||http://purl.obolibrary.org/obo/CLO_0008098|||http://purl.obolibrary.org/obo/CLO_0007982|||http://purl.obolibrary.org/obo/CLO_0008048|||http://purl.obolibrary.org/obo/CLO_0008053|||http://purl.obolibrary.org/obo/CLO_0009039|||http://purl.obolibrary.org/obo/CLO_0002193|||http://purl.obolibrary.org/obo/CLO_0008096|||http://purl.obolibrary.org/obo/CLO_0002192|||http://www.ebi.ac.uk/efo/EFO_0003121|||http://www.ebi.ac.uk/efo/EFO_0003138|||http://purl.obolibrary.org/obo/CLO_0008000|||http://purl.obolibrary.org/obo/CLO_0003609|||http://purl.obolibrary.org/obo/CLO_0037015|||http://purl.obolibrary.org/obo/CLO_0008093|||http://purl.obolibrary.org/obo/CLO_0008128|||http://purl.obolibrary.org/obo/CLO_0008019|||http://purl.obolibrary.org/obo/CLO_0007998|||http://purl.obolibrary.org/obo/CLO_0008121|||http://purl.obolibrary.org/obo/CLO_0008041|||http://purl.obolibrary.org/obo/CLO_0008074|||http://purl.obolibrary.org/obo/CLO_0008071|||http://www.ebi.ac.uk/efo/EFO_0006420|||http://purl.obolibrary.org/obo/CLO_0009997|||http://purl.obolibrary.org/obo/CLO_0007991|||http://purl.obolibrary.org/obo/CLO_0008110|||http://www.ebi.ac.uk/efo/EFO_0003133|||http://purl.obolibrary.org/obo/CLO_0008042|||http://purl.obolibrary.org/obo/CLO_0008080|||http://purl.obolibrary.org/obo/CLO_0008122|||http://purl.obolibrary.org/obo/CLO_0037013|||http://purl.obolibrary.org/obo/CLO_0008025|||http://www.ebi.ac.uk/efo/EFO_0002265|||http://purl.obolibrary.org/obo/CLO_0008083|||http://purl.obolibrary.org/obo/CLO_0008087|||http://purl.obolibrary.org/obo/CLO_0007989|||http://purl.obolibrary.org/obo/CLO_0008014|||http://purl.obolibrary.org/obo/CLO_0008003|||http://purl.obolibrary.org/obo/CLO_0008010|||http://purl.obolibrary.org/obo/CLO_0008118|||http://purl.obolibrary.org/obo/CLO_0008125|||http://purl.obolibrary.org/obo/CLO_0008021|||http://purl.obolibrary.org/obo/CLO_0008100|||http://www.ebi.ac.uk/efo/EFO_0006417|||http://purl.obolibrary.org/obo/CLO_0008126|||http://purl.obolibrary.org/obo/CLO_0008115|||http://purl.obolibrary.org/obo/CLO_0008084|||http://purl.obolibrary.org/obo/CLO_0008045|||http://purl.obolibrary.org/obo/CLO_0008119|||http://purl.obolibrary.org/obo/CLO_0008094|||http://purl.obolibrary.org/obo/CLO_0008073|||http://purl.obolibrary.org/obo/CLO_0007985|||http://purl.obolibrary.org/obo/CLO_0008012|||http://purl.obolibrary.org/obo/CLO_0008124|||http://purl.obolibrary.org/obo/CLO_0007983|||http://purl.obolibrary.org/obo/CLO_0037033|||http://purl.obolibrary.org/obo/CLO_0007997|||http://purl.obolibrary.org/obo/CLO_0008038|||http://purl.obolibrary.org/obo/CLO_0008036|||http://purl.obolibrary.org/obo/CLO_0007986|||http://purl.obolibrary.org/obo/CLO_0008066|||http://www.ebi.ac.uk/efo/EFO_0003130|||http://purl.obolibrary.org/obo/CLO_0008008|||http://purl.obolibrary.org/obo/CLO_0008035|||http://purl.obolibrary.org/obo/CLO_0008111|||http://purl.obolibrary.org/obo/CLO_0008089|||http://purl.obolibrary.org/obo/CLO_0003654|||http://purl.obolibrary.org/obo/CLO_0009999|||http://www.ebi.ac.uk/efo/EFO_0002934|||http://www.ebi.ac.uk/efo/EFO_0003116|||http://purl.obolibrary.org/obo/CLO_0008032|||http://purl.obolibrary.org/obo/CLO_0008018|||http://purl.obolibrary.org/obo/CLO_0008067|||http://purl.obolibrary.org/obo/CLO_0008059|||http://purl.obolibrary.org/obo/CLO_0008007|||http://purl.obolibrary.org/obo/CLO_0008002|||http://purl.obolibrary.org/obo/CLO_0008009|||http://purl.obolibrary.org/obo/CLO_0008103|||http://purl.obolibrary.org/obo/CLO_0007984|||http://www.ebi.ac.uk/efo/EFO_0003134|||http://purl.obolibrary.org/obo/CLO_0037016|||http://purl.obolibrary.org/obo/CLO_0008047|||http://purl.obolibrary.org/obo/CLO_0008092|||http://purl.obolibrary.org/obo/CLO_0008101|||http://purl.obolibrary.org/obo/CLO_0008016|||http://purl.obolibrary.org/obo/CLO_0008051|||http://purl.obolibrary.org/obo/CLO_0001601|||http://purl.obolibrary.org/obo/CLO_0007990|||http://purl.obolibrary.org/obo/CLO_0008006|||http://purl.obolibrary.org/obo/CLO_0008055|||http://purl.obolibrary.org/obo/CLO_0008039|||http://purl.obolibrary.org/obo/CLO_0008020|||http://www.ebi.ac.uk/efo/EFO_0003128|||http://purl.obolibrary.org/obo/CLO_0008068|||http://purl.obolibrary.org/obo/CLO_0008023|||http://purl.obolibrary.org/obo/CLO_0008075|||http://purl.obolibrary.org/obo/CLO_0008050|||http://purl.obolibrary.org/obo/CLO_0003657|||http://purl.obolibrary.org/obo/CLO_0008079|||http://www.ebi.ac.uk/efo/EFO_0006440|||http://purl.obolibrary.org/obo/CLO_0008061|||http://purl.obolibrary.org/obo/CLO_0008062|||http://purl.obolibrary.org/obo/CLO_0008056|||http://purl.obolibrary.org/obo/CLO_0008070|||http://purl.obolibrary.org/obo/CLO_0008049|||http://purl.obolibrary.org/obo/CLO_0008015|||http://purl.obolibrary.org/obo/CLO_0008058|||http://purl.obolibrary.org/obo/CLO_0008001	A549|||Calu-1|||H460|||NCI-H1819	A549|||Calu-1|||H460|||NCI-H1819	EFO:0001086|||EFO:0002151|||EFO:0003044|||CLO:0008021	TRUE	FALSE	FALSE
GSE17564	MCF7 cell|||Raji cell	http://purl.obolibrary.org/obo/CLO_0007606|||http://purl.obolibrary.org/obo/CLO_0008734	MCF-7|||Raji	MCF-7|||Raji	EFO:0001203|||EFO:0002324	FALSE	FALSE	FALSE
GSE121106	Rh-4	http://www.ebi.ac.uk/efo/EFO_0022574	RH4|||RH41	RH4|||RH41	EFO:0022574|||EFO:0022719	TRUE	FALSE	TRUE
GSE36094	HEK293	http://purl.obolibrary.org/obo/CLO_0001230	Hek293F	Hek293F	EFO:0022564	FALSE	FALSE	FALSE
GSE109713	amacrine cell|||retinal rod cell|||induced pluripotent stem cell line cell|||ON-bipolar cell|||retinal cone cell|||Mueller cell	http://purl.obolibrary.org/obo/CL_0000561|||http://purl.obolibrary.org/obo/CL_0000604|||http://purl.obolibrary.org/obo/CLO_0037307|||http://purl.obolibrary.org/obo/CL_0000749|||http://purl.obolibrary.org/obo/CL_0000573|||http://purl.obolibrary.org/obo/CL_0000636	Rod_I_Y-8602|||Bipo_I_Y-rM0401|||Bipo_I_Y-rM0405|||Bipo_I_Y-208.03|||Bipo_I_Y-208.04|||Mull_I_Y-207.11|||Mull_M_Y-rCr33.01|||Mull_M_Y-rCr33.04|||Mull_M_Y-Cr143.01|||Mull_M_Y-263.08|||Amac_M_Y-30.02|||Cone_I_Y-209.11|||Cone_I_Y-209.12|||Cone_I_Y-209.13|||Cone_M_Y-257.03|||Amac_I_Y-206.12|||RodFibr_F_Y-FNR07	Rod_I_Y-8602|||Bipo_I_Y-rM0401|||Bipo_I_Y-rM0405|||Bipo_I_Y-208.03|||Bipo_I_Y-208.04|||Mull_I_Y-207.11|||Mull_M_Y-rCr33.01|||Mull_M_Y-rCr33.04|||Mull_M_Y-Cr143.01|||Mull_M_Y-263.08|||Amac_M_Y-30.02|||Cone_I_Y-209.11|||Cone_I_Y-209.12|||Cone_I_Y-209.13|||Cone_M_Y-257.03|||Amac_I_Y-206.12|||RodFibr_F_Y-FNR07	EFO:0007101|||CLO:0000082|||CLO:0000082|||CLO:0000082|||CLO:0000082|||CL:0002672|||CL:0002672|||CL:0002672|||CL:0002672|||CL:0002672|||CLO:0037251|||CL:0000573|||CL:0000573|||CL:0000573|||CL:0000573|||CLO:0037251|||EFO:0007096	TRUE	FALSE	FALSE
GSE16622	A498 cell	http://purl.obolibrary.org/obo/CLO_0009974	A498	A498	CLO:0009974	TRUE	TRUE	TRUE
GSE63320	MLTC-1 cell	http://purl.obolibrary.org/obo/CLO_0007750	mLTC-1	MLTC-1 cell	CLO:0007750	TRUE	TRUE	TRUE
GSE107707	KELLY cell	http://purl.obolibrary.org/obo/CLO_0007091	SK-N-BE(2)-C|||Kelly	SK-N-BE(2)-C|||Kelly	EFO:0005725|||EFO:0002069	FALSE	FALSE	FALSE
GSE125259	Calu-3 cell	http://purl.obolibrary.org/obo/CLO_0002192	Calu-3	Calu-3	CLO:0002192	TRUE	TRUE	TRUE
GSE54217	46C	http://www.ebi.ac.uk/efo/EFO_0005484	46C embryonic stem cells	46C embryonic stem cells	EFO:0005484	TRUE	TRUE	TRUE
GSE185650	DU 145	http://www.ebi.ac.uk/efo/EFO_0005441	DU145	DU 145	EFO:0005441	TRUE	TRUE	TRUE
GSE38006	SUP-T1 cell	http://purl.obolibrary.org/obo/CLO_0009164	SUP-T1	SUP-T1	CLO:0009164	TRUE	TRUE	TRUE
GSE96826	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	iPSC-derived neurons	iPSC-derived neurons	EFO:0005740	FALSE	FALSE	FALSE
GSE150709	H9 ES cell	http://purl.obolibrary.org/obo/CLO_0037313	WA09	WA09	EFO:0007094	FALSE	FALSE	FALSE
GSE253688	BEAS-2B cell	http://purl.obolibrary.org/obo/CLO_0001925	BEAS-2B	BEAS-2B	EFO:0001089	FALSE	FALSE	FALSE
GSE16870	HeLa cell	http://purl.obolibrary.org/obo/CLO_0003684	HeLa	HeLa	CLO:0003684	TRUE	TRUE	TRUE
GSE222313	MDA-MB-231 cell|||MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007634|||http://purl.obolibrary.org/obo/CLO_0007606	MDA-MB-231|||MCF7	MDA-MB-231|||MCF7	CLO:0007634|||EFO:0001203	TRUE	FALSE	FALSE
GSE235587	KYSE-70	http://www.ebi.ac.uk/efo/EFO_0006633	KYSE70|||KYSE180	KYSE70|||KYSE180	EFO:0006633|||EFO:0006628	TRUE	FALSE	TRUE
GSE22794	NIH-3T3 cell	http://purl.obolibrary.org/obo/CLO_0008172	3T3	BALB/3T3 clone A31 cell	CLO:0001859	FALSE	FALSE	FALSE
GSE19146	HeLa cell	http://purl.obolibrary.org/obo/CLO_0003684	HelaS3	HelaS3	CLO:0003696	FALSE	FALSE	FALSE
GSE144151	human induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037308	hiPS	induced pluripotent stem cell	EFO:0004905	FALSE	FALSE	FALSE
GSE84684	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	HUES	HUES	EFO:0005355	FALSE	FALSE	FALSE
GSE178964	HT cell	http://purl.obolibrary.org/obo/CLO_0004265	HT22	HT22	CLO:0000924	FALSE	FALSE	FALSE
GSE141666	NCI-H1299 cell	http://purl.obolibrary.org/obo/CLO_0007986	H1299	H1299	CLO:0007986	TRUE	TRUE	TRUE
GSE246073	H1-neuron	http://purl.obolibrary.org/obo/CLO_0037299	H1 (hESC)	H1 (hESC)	EFO:0003042	FALSE	FALSE	FALSE
GSE30774	MG63	http://www.ebi.ac.uk/efo/EFO_0002234	MG-63	MG-63	CLO:0007699	FALSE	FALSE	FALSE
GSE217951	SH-SY5Y cell	http://purl.obolibrary.org/obo/CLO_0009015	SH-SY5Y	SH-SY5Y	EFO:0002717	FALSE	FALSE	FALSE
GSE110826	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	83iCTR|||00iCTR	83iCTR|||00iCTR	CLO:0037320|||EFO:0007098	FALSE	FALSE	FALSE
GSE139273	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	iPSC|||iSN|||NC_iSN1|||NC_iSN2	iPSC|||iSN|||NC_iSN1|||NC_iSN2	EFO:0004905|||CL:0011012|||CL:0011012	FALSE	FALSE	FALSE
GSE204931	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	SA001 hESC	SA001 hESC	CLO:0037280	FALSE	FALSE	FALSE
GSE106386	embryonic stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037279	E14Tg2A.4	ES-E14TG2a.4	EFO:0007751	FALSE	FALSE	FALSE
GSE2864	SH-SY5Y cell	http://purl.obolibrary.org/obo/CLO_0009015	SH-SY5Y/TrkA	SH-SY5Y	EFO:0002717	FALSE	FALSE	FALSE
GSE22593	MDA-MB-231 cell	http://purl.obolibrary.org/obo/CLO_0007634	MDA-MB-231ER+	MDA-MB-231 cell	CLO:0007634	TRUE	TRUE	TRUE
GSE178736	NCI-H82 cell|||small cell lung carcinoma	http://purl.obolibrary.org/obo/CLO_0008118|||http://purl.obolibrary.org/obo/MONDO_0008433	NCI-H82|||SUBr1	NCI-H82|||SUBr1	EFO:0002306	FALSE	FALSE	FALSE
GSE186761	coronary artery disorder|||immortal human umbilical vein-derived endothelial cell line cell	http://purl.obolibrary.org/obo/MONDO_0005010|||http://purl.obolibrary.org/obo/CLO_0000780	HUVECs	HUVECs	EFO:0002451	FALSE	FALSE	FALSE
GSE211272	MN1|||glioblastoma	http://www.ebi.ac.uk/efo/EFO_0007601|||http://purl.obolibrary.org/obo/MONDO_0018177	RN1|||WK1|||MN1|||BAH1|||MMK1|||HW1|||PB1|||RKI1|||JK2|||SB2b|||SJH1|||FPW1	RN1|||WK1|||MN1|||BAH1|||MMK1|||HW1|||PB1|||RKI1|||JK2|||SB2b|||SJH1|||FPW1	CLO:0050640|||EFO:0022671|||EFO:0022618|||EFO:0022705|||EFO:0022618|||EFO:0022671|||EFO:0022671|||CLO:0050640|||EFO:0022712|||EFO:0022671|||CLO:0009905|||EFO:0022671	FALSE	FALSE	FALSE
GSE108012	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	iPSC-derived Brain microvascular endothelial cells (BMECs)	iPSC-derived Brain microvascular endothelial cells (BMECs)	BTO:0000238	FALSE	FALSE	FALSE
GSE224970	Neuro-2a cell	http://purl.obolibrary.org/obo/CLO_0008154	Neuro2a or N2a Flp-In rtTA	Neuro-2a	EFO:0022756	FALSE	FALSE	FALSE
GSE6495	MOLT-4 cell	http://purl.obolibrary.org/obo/CLO_0007825	MOLT4	MOLT4	EFO:0001220	FALSE	FALSE	FALSE
GSE145804	SH-SY5Y cell	http://purl.obolibrary.org/obo/CLO_0009015	SH-SY5Y	SH-SY5Y	CLO:0009015	TRUE	TRUE	TRUE
GSE66493	U-87 MG cell	http://purl.obolibrary.org/obo/CLO_0009464	U87	U87	EFO:0005237	FALSE	FALSE	FALSE
GSE137893	CCRF-CEM cell	http://purl.obolibrary.org/obo/CLO_0002334	CCRF-CEM	CCRF-CEM	CLO:0002334	TRUE	TRUE	TRUE
GSE6536	lymphoblastoid cell line	http://www.ebi.ac.uk/efo/EFO_0005292	Lymphoblastoid cell lines	Lymphoblastoid cell lines	EFO:0022350	FALSE	FALSE	FALSE
GSE85431	KELLY cell|||LA-N-1	http://purl.obolibrary.org/obo/CLO_0007091|||http://www.ebi.ac.uk/efo/EFO_0005391	Kelly|||LAN-1	Kelly|||LAN-1	EFO:0002069|||EFO:0005391	TRUE	FALSE	FALSE
GSE166297	embryonic stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037279	H9	H9	EFO:0003045	FALSE	FALSE	FALSE
GSE52659	BE(2)-C	http://www.ebi.ac.uk/efo/EFO_0005725	BE(2)-C/m	BE(2)-C	EFO:0005725	TRUE	TRUE	TRUE
GSE134190	A549 cell	http://purl.obolibrary.org/obo/CLO_0001601	A549	A549	EFO:0001086	FALSE	FALSE	FALSE
GSE241432	MCF 10A cell|||breast cancer|||invasive breast carcinoma	http://purl.obolibrary.org/obo/CLO_0007599|||http://purl.obolibrary.org/obo/MONDO_0007254|||http://purl.obolibrary.org/obo/MONDO_0006256	MCF10A|||MCFNeoT|||MCFT1|||MCFCA1	MCF10A|||MCFNeoT|||MCFT1|||MCFCA1	CLO:0007599|||DOID:0060082|||EFO:0022548|||EFO:0022701	TRUE	FALSE	FALSE
GSE221737	L6.C10 cell	http://purl.obolibrary.org/obo/CLO_0007204	C10 (CEBPalpha-ER)	C10 (CEBPalpha-ER)	EFO:0030018	FALSE	FALSE	FALSE
GSE31486	BJAB|||BL-41 cell	http://www.ebi.ac.uk/efo/EFO_0002815|||http://purl.obolibrary.org/obo/CLO_0001987	BJAB|||BL41	BJAB|||BL41	EFO:0002815|||EFO:0022580	TRUE	FALSE	FALSE
GSE251639	KP-2|||MIA PaCa-2 cell	http://www.ebi.ac.uk/efo/EFO_0006621|||http://purl.obolibrary.org/obo/CLO_0007726	MIA PaCa-2|||KP-2	MIA PaCa-2|||KP-2	CLO:0007726|||EFO:0006621	TRUE	TRUE	TRUE
GSE6711	U-2 OS cell	http://purl.obolibrary.org/obo/CLO_0009454	U-2 OS	U2OS	EFO:0002869	FALSE	FALSE	FALSE
GSE42874	MLO-Y4	http://www.ebi.ac.uk/efo/EFO_0005394	MLO-Y4	MLO-Y4	EFO:0005394	TRUE	TRUE	TRUE
GSE7177	human embryonic stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037280	VUB03_DM1|||VUB01|||SA01	VUB03_DM1|||VUB01|||SA01	EFO:0003045|||CLO:0003716|||CLO:0037281	FALSE	FALSE	FALSE
GSE39919	AGS cell	http://purl.obolibrary.org/obo/CLO_0001686	AGS	AGS	EFO:0006528	FALSE	FALSE	FALSE
GSE207288	A549 cell|||A549|||U-87 MG cell	http://purl.obolibrary.org/obo/CLO_0001601|||http://www.ebi.ac.uk/efo/EFO_0001086|||http://purl.obolibrary.org/obo/CLO_0009464	U87-MG|||A549	U87-MG|||A549	EFO:0005237|||EFO:0001086	TRUE	FALSE	FALSE
GSE147404	human embryonic stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037280	HS980	HS980	EFO:0007093	FALSE	FALSE	FALSE
GSE194416	human induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037308	HD180 iPSC|||HD-corrected iPSC|||HD180 iBMEC|||HD-corrected iBMEC	HD180 iPSC|||HD-corrected iPSC|||HD180 iBMEC|||HD-corrected iBMEC	EFO:0004905|||EFO:0004905|||CLO:0051605|||CLO:0051605	FALSE	FALSE	FALSE
GSE63091	HeLa cell	http://purl.obolibrary.org/obo/CLO_0003684	HeLa	HeLa	CLO:0003684	TRUE	TRUE	TRUE
GSE268776	medulla oblongata|||diffuse midline glioma|||astrocyte|||Normal Human Astrocytes	http://purl.obolibrary.org/obo/UBERON_0001896|||http://www.ebi.ac.uk/efo/EFO_0020983|||http://purl.obolibrary.org/obo/CL_0000127|||http://www.ebi.ac.uk/efo/EFO_0002777	DIPG4|||DIPG19|||DIPG21|||DIPG24|||DIPG29|||DIPG33|||NHA|||HA-bs	DIPG4|||DIPG19|||DIPG21|||DIPG24|||DIPG29|||DIPG33|||NHA|||HA-bs	EFO:0002777|||EFO:0002777	TRUE	FALSE	FALSE
GSE82032	HCC1143 cell	http://purl.obolibrary.org/obo/CLO_0003630	HCC1143	HCC1143	CLO:0003630	TRUE	TRUE	TRUE
GSE80733	BEAS-2B cell	http://purl.obolibrary.org/obo/CLO_0001925	BEAS-2B	BEAS-2B	EFO:0001089	FALSE	FALSE	FALSE
GSE119381	HEK293	http://purl.obolibrary.org/obo/CLO_0001230	HEK293	HEK293	EFO:0001182	FALSE	FALSE	FALSE
GSE262085	Caco-2 cell	http://purl.obolibrary.org/obo/CLO_0002172	Caco-2	Caco-2	EFO:0001099	FALSE	FALSE	FALSE
GSE21555	HeLa cell	http://purl.obolibrary.org/obo/CLO_0003684	HeLa	HeLa	EFO:0001185	FALSE	FALSE	FALSE
GSE143712	IMR-32 cell	http://purl.obolibrary.org/obo/CLO_0006948	IMR32	IMR-32	EFO:0001195	FALSE	FALSE	FALSE
GSE210028	immortal glial cell line cell	http://purl.obolibrary.org/obo/CLO_0000157	CRL-2884	RCB2136 cell	CLO:0050136	FALSE	FALSE	FALSE
GSE150203	U-2 OS cell	http://purl.obolibrary.org/obo/CLO_0009454	U2OS	U2OS	EFO:0002869	FALSE	FALSE	FALSE
GSE139900	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	iPSC-derived motor neurons|||iPS derived neurons	iPSC-derived motor neurons|||iPS derived neurons	EFO:0004905|||EFO:0005740	FALSE	FALSE	FALSE
GSE206925	H9 cell	http://purl.obolibrary.org/obo/CLO_0003612	H9|||EC|||NSC	H9|||EC|||NSC	EFO:0003045|||EFO:0002451|||EFO:0002968	FALSE	FALSE	FALSE
GSE87281	SH-SY5Y cell	http://purl.obolibrary.org/obo/CLO_0009015	SH-SY5Y|||human iPSC-derived motor neurons	SH-SY5Y|||human iPSC-derived motor neurons	CLO:0009015|||EFO:0007601	TRUE	FALSE	TRUE
GSE184151	Hepa-1c1c7 cell	http://purl.obolibrary.org/obo/CLO_0003712	Karpas 299|||Hepa-1c1c7	KARPAS 299|||Hepa-1c1c7	EFO:0005390|||CLO:0003712	TRUE	FALSE	TRUE
GSE264590	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	TSP77|||CR39|||CR37	TSP77|||CR39|||CR37	EFO:0009747|||EFO:0009747|||EFO:0009747	FALSE	FALSE	FALSE
GSE201943	RCB1154 cell	http://purl.obolibrary.org/obo/CLO_0051454	KGN	KGN	EFO:0022440	FALSE	FALSE	FALSE
GSE188437	OPM-2 cell	http://purl.obolibrary.org/obo/CLO_0008269	OPM2	OPM-2	EFO:0006716	FALSE	FALSE	FALSE
GSE203082	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	hiPSC-derived neurons	iPSC derived cell line	EFO:0005740	FALSE	FALSE	FALSE
GSE128688	stem cell	http://purl.obolibrary.org/obo/CL_0000034	HES2	HES2	EFO:0007080	FALSE	FALSE	FALSE
GSE152448	H9 ES cell	http://purl.obolibrary.org/obo/CLO_0037313	H9	H9	EFO:0003045	FALSE	FALSE	FALSE
GSE64500	RW.4 cell	http://purl.obolibrary.org/obo/CLO_0008904	ES cell	ES cell	EFO:0005910	FALSE	FALSE	FALSE
GSE45417	U937(CD59+) cell|||U-937 cell	http://purl.obolibrary.org/obo/CLO_0009466|||http://purl.obolibrary.org/obo/CLO_0009465	U937	U937	CLO:0009465	TRUE	TRUE	FALSE
GSE685	MDA-MB-231 cell	http://purl.obolibrary.org/obo/CLO_0007634	HTB-134	HTB-134	EFO:0002203	FALSE	FALSE	FALSE
GSE18409	SH-SY5Y cell	http://purl.obolibrary.org/obo/CLO_0009015	SY5Y	SH-SY5Y cell	CLO:0009015	TRUE	TRUE	TRUE
GSE40749	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	hiPSC-NSCs|||U87	hiPSC-NSCs|||U87	EFO:0005237	FALSE	FALSE	FALSE
GSE189295	HCN-2 cell	http://purl.obolibrary.org/obo/CLO_0003664	HCN-2	HCN-2	CLO:0003664	TRUE	TRUE	TRUE
GSE4668	MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007606	MCF7/BUS	MCF7/BUS	EFO:0001203	FALSE	FALSE	FALSE
GSE55563	human ovarian cancer cell line cell|||ovarian cancer	http://purl.obolibrary.org/obo/CLO_0037296|||http://purl.obolibrary.org/obo/MONDO_0008170	OVSAYO	OVSAHO	EFO:0006727	FALSE	FALSE	FALSE
GSE115830	BEAS-2B cell	http://purl.obolibrary.org/obo/CLO_0001925	BEAS-2B	BEAS-2B	EFO:0001089	FALSE	FALSE	FALSE
GSE139144	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	Ed-02-01|||Ed-02-02|||C9-02-02	Ed-02-01|||Ed-02-02|||C9-02-02	EFO:0009747|||EFO:0009747|||EFO:0007098	FALSE	FALSE	FALSE
